RT Treatment Days,RT Dose (Gy),anti-PD-1 Treatment Days,anti-PD-1 Dose (mg),anti-CTLA-4 Treatment Days,anti-CTLA-4 Dose (mg),Mean TCP,Mean Time to reach Minimum Tumour Cell Count,List of TCPs,List of Times to Reach Minimum Tumour Cell Count
"[10, 11]",[10.44781016 10.44781016],[10],0.6,[10],0.2,0.33593823790293037,11.6766,"[1.35335283e-01 1.83156389e-02 1.83156389e-02 2.11513104e-19
 1.83156389e-02 4.97870684e-02 1.00000000e+00 6.73794700e-03
 4.97870684e-02 1.00000000e+00 1.83156389e-02 1.00000000e+00
 1.00000000e+00 4.65888615e-15 1.35335283e-01 1.83156389e-02
 1.00000000e+00 2.26032941e-06 1.35335283e-01 1.00000000e+00
 3.67879441e-01 1.00000000e+00 9.11881966e-04 3.35462628e-04
 1.23409804e-04 6.73794700e-03 1.35335283e-01 2.47875218e-03
 6.73794700e-03 1.35335283e-01 3.35462628e-04 1.83156389e-02
 1.83156389e-02 1.83156389e-02 1.35335283e-01 1.00000000e+00
 6.73794700e-03 2.47875218e-03 1.12535175e-07 3.67879441e-01
 1.35335283e-01 3.67879441e-01 1.83156389e-02 1.35335283e-01
 1.67017008e-05 1.83156389e-02 3.67879441e-01 3.67879441e-01
 1.00000000e+00 1.00000000e+00 2.47875218e-03 1.35335283e-01
 1.35335283e-01 3.67879441e-01 3.67879441e-01 6.73794700e-03
 1.00000000e+00 1.35335283e-01 1.00000000e+00 1.00000000e+00
 1.00000000e+00 3.67879441e-01 3.67879441e-01 1.00000000e+00
 1.35335283e-01 1.35335283e-01 6.73794700e-03 1.83156389e-02
 1.35335283e-01 6.73794700e-03 1.35335283e-01 3.67879441e-01
 1.35335283e-01 1.00000000e+00 4.97870684e-02 3.67879441e-01
 1.00000000e+00 3.67879441e-01 1.00000000e+00 6.73794700e-03
 1.23409804e-04 4.97870684e-02 6.73794700e-03 3.67879441e-01
 4.97870684e-02 1.12535175e-07 1.00000000e+00 2.47875218e-03
 4.97870684e-02 1.00000000e+00 6.91440011e-13 3.67879441e-01
 4.97870684e-02 4.53999298e-05 2.47875218e-03 1.83156389e-02
 1.00000000e+00 1.00000000e+00 1.83156389e-02 1.83156389e-02
 1.35335283e-01 1.35335283e-01 1.00000000e+00 9.11881966e-04
 1.00000000e+00 1.00000000e+00 9.11881966e-04 4.97870684e-02
 7.86844816e-63 1.00000000e+00 9.11881966e-04 4.97870684e-02
 1.00000000e+00 1.67017008e-05 1.35335283e-01 8.31528719e-07
 1.35335283e-01 3.67879441e-01 3.67879441e-01 1.00000000e+00
 1.00000000e+00 4.97870684e-02 1.00000000e+00 4.97870684e-02
 3.67879441e-01 3.67879441e-01 1.83156389e-02 6.73794700e-03
 6.73794700e-03 6.73794700e-03 1.00000000e+00 1.00000000e+00
 2.47875218e-03 4.97870684e-02 4.13993772e-08 4.97870684e-02
 3.67879441e-01 4.97870684e-02 1.00000000e+00 1.35335283e-01
 1.00000000e+00 1.00000000e+00 4.97870684e-02 1.00000000e+00
 3.67879441e-01 3.67879441e-01 1.00000000e+00 1.00000000e+00
 2.47875218e-03 2.06115362e-09 1.00000000e+00 1.00000000e+00
 4.97870684e-02 1.83156389e-02 3.35462628e-04 9.11881966e-04
 4.97870684e-02 3.67879441e-01 3.77513454e-11 3.67879441e-01
 1.00000000e+00 1.35335283e-01 4.53999298e-05 3.67879441e-01
 1.35335283e-01 9.11881966e-04 1.00000000e+00 1.67017008e-05
 3.67879441e-01 4.53999298e-05 1.00000000e+00 6.14421235e-06
 3.35462628e-04 4.53999298e-05 1.00000000e+00 1.35335283e-01
 1.83156389e-02 9.11881966e-04 2.47875218e-03 4.97870684e-02
 4.97870684e-02 4.97870684e-02 1.00000000e+00 1.23409804e-04
 1.00000000e+00 2.26032941e-06 3.67879441e-01 1.00000000e+00
 4.53999298e-05 6.73794700e-03 1.00000000e+00 6.73794700e-03
 1.00000000e+00 1.83156389e-02 1.00000000e+00 4.97870684e-02
 3.67879441e-01 3.67879441e-01 1.83156389e-02 4.97870684e-02
 1.00000000e+00 6.30511676e-16 3.77513454e-11 1.83156389e-02
 3.35462628e-04 1.00000000e+00 3.35462628e-04 4.97870684e-02
 4.97870684e-02 4.97870684e-02 1.35335283e-01 4.97870684e-02
 1.00000000e+00 3.67879441e-01 5.60279644e-09 9.11881966e-04
 1.00000000e+00 3.67879441e-01 1.67017008e-05 1.00000000e+00
 1.00000000e+00 4.97870684e-02 1.00000000e+00 1.35335283e-01
 1.00000000e+00 1.12535175e-07 1.00000000e+00 6.73794700e-03
 3.67879441e-01 1.00000000e+00 2.47875218e-03 1.00000000e+00
 6.73794700e-03 1.00000000e+00 4.97870684e-02 1.12535175e-07
 1.00000000e+00 3.67879441e-01 6.14421235e-06 3.67879441e-01
 4.97870684e-02 1.00000000e+00 3.67879441e-01 1.00000000e+00
 3.67879441e-01 1.35335283e-01 2.47875218e-03 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 2.47875218e-03
 1.83156389e-02 1.35335283e-01 6.73794700e-03 6.14421235e-06
 1.00000000e+00 1.00000000e+00 2.47875218e-03 2.26032941e-06
 4.97870684e-02 1.00000000e+00 4.97870684e-02 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.23409804e-04 4.97870684e-02
 4.53999298e-05 9.11881966e-04 1.00000000e+00 3.67879441e-01
 1.00000000e+00 2.47875218e-03 1.35335283e-01 1.00000000e+00
 1.00000000e+00 1.35335283e-01 4.53999298e-05 1.35335283e-01
 3.67879441e-01 3.67879441e-01 1.02618796e-10 1.23409804e-04
 1.00000000e+00 3.67879441e-01 9.11881966e-04 1.00000000e+00
 4.97870684e-02 1.00000000e+00 1.35335283e-01 2.47875218e-03
 3.67879441e-01 1.35335283e-01 2.47875218e-03 1.00000000e+00
 3.67879441e-01 1.67017008e-05 1.00000000e+00 1.35335283e-01
 1.00000000e+00 4.97870684e-02 4.97870684e-02 2.47875218e-03
 1.00000000e+00 8.31528719e-07 4.97870684e-02 1.35335283e-01
 4.53999298e-05 1.00000000e+00 2.47875218e-03 3.67879441e-01
 3.35462628e-04 1.00000000e+00 1.35335283e-01 6.73794700e-03
 1.35335283e-01 1.00000000e+00 6.73794700e-03 3.05902321e-07
 2.47875218e-03 1.00000000e+00 1.35335283e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 6.73794700e-03 1.35335283e-01
 6.73794700e-03 2.47875218e-03 4.97870684e-02 1.00000000e+00
 4.97870684e-02 1.00000000e+00 1.23409804e-04 6.73794700e-03
 3.67879441e-01 6.73794700e-03 1.83156389e-02 3.67879441e-01
 1.00000000e+00 2.26032941e-06 1.00000000e+00 1.00000000e+00
 3.67879441e-01 1.35335283e-01 4.53999298e-05 4.97870684e-02
 6.73794700e-03 1.00000000e+00 3.67879441e-01 1.23409804e-04
 1.00000000e+00 6.73794700e-03 1.83156389e-02 1.00000000e+00
 4.97870684e-02 6.73794700e-03 2.78946809e-10 1.83156389e-02
 2.47875218e-03 3.67879441e-01 1.00000000e+00 1.35335283e-01
 1.35335283e-01 1.83156389e-02 1.00000000e+00 4.97870684e-02
 4.97870684e-02 6.73794700e-03 4.97870684e-02 1.23409804e-04
 1.00000000e+00 6.14421235e-06 1.97925988e-32 1.00000000e+00
 2.47875218e-03 1.83156389e-02 2.47875218e-03 4.53999298e-05
 8.31528719e-07 2.47875218e-03 1.35335283e-01 2.47875218e-03
 1.35335283e-01 1.00000000e+00 1.00000000e+00 1.00000000e+00
 2.26032941e-06 1.00000000e+00 1.83156389e-02 3.35462628e-04
 6.73794700e-03 1.35335283e-01 1.00000000e+00 1.35335283e-01
 6.73794700e-03 4.97870684e-02 1.35335283e-01 3.67879441e-01
 1.00000000e+00 4.97870684e-02 2.47875218e-03 3.35462628e-04
 1.35335283e-01 1.00000000e+00 5.10908903e-12 3.67879441e-01
 1.35335283e-01 1.00000000e+00 1.00000000e+00 3.67879441e-01
 1.35335283e-01 4.53999298e-05 3.67879441e-01 1.00000000e+00
 1.83156389e-02 9.11881966e-04 4.97870684e-02 1.35335283e-01
 1.00000000e+00 3.67879441e-01 2.78946809e-10 1.23409804e-04
 3.67879441e-01 6.14421235e-06 4.97870684e-02 6.73794700e-03
 1.35335283e-01 1.00000000e+00 6.63967720e-36 1.00000000e+00
 3.35462628e-04 3.13913279e-17 3.67879441e-01 4.97870684e-02
 1.00000000e+00 6.73794700e-03 1.67017008e-05 1.00000000e+00
 4.97870684e-02 1.00000000e+00 1.35335283e-01 1.00000000e+00
 1.83156389e-02 1.00000000e+00 1.52299797e-08 1.35335283e-01
 1.83156389e-02 1.35335283e-01 3.67879441e-01 6.14421235e-06
 4.97870684e-02 9.11881966e-04 1.83156389e-02 4.97870684e-02
 1.67017008e-05 2.47875218e-03 2.78946809e-10 4.97870684e-02
 3.67879441e-01 1.83156389e-02 1.35335283e-01 3.67879441e-01
 1.00000000e+00 3.67879441e-01 6.73794700e-03 1.00000000e+00
 3.67879441e-01 1.00000000e+00 4.13993772e-08 3.67879441e-01
 1.00000000e+00 3.67879441e-01 2.47875218e-03 2.47875218e-03
 1.00000000e+00 4.97870684e-02 1.00000000e+00 1.35335283e-01
 4.97870684e-02 8.31528719e-07 1.35335283e-01 2.47875218e-03
 3.67879441e-01 4.97870684e-02 3.35462628e-04 3.67879441e-01
 9.11881966e-04 1.00000000e+00 1.35335283e-01 6.73794700e-03
 1.83156389e-02 1.67017008e-05 1.83156389e-02 1.00000000e+00
 1.35335283e-01 5.60279644e-09 1.00000000e+00 1.00000000e+00]","[11.   11.   11.   11.   11.   11.   11.   11.   11.   16.45 11.   26.4
 15.3  11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.55
 11.   11.   12.5  11.   11.   11.   11.   11.   11.   11.   11.   11.
 11.   11.   11.   13.   11.   11.   11.   11.   13.35 11.   11.   11.
 11.   11.   11.15 11.   11.   13.9  11.   11.   11.   11.   13.3  11.
 16.05 11.   11.   11.   11.   16.5  11.   11.   11.   11.   15.3  11.
 11.   11.   11.   17.8  11.   17.8  15.2  11.   11.   11.   11.   11.
 11.   11.   14.15 11.   11.   14.35 11.   12.6  11.   11.   11.   11.
 11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.
 11.   11.1  11.   11.   11.   11.   11.3  11.   11.   11.   23.3  11.
 12.55 11.   23.5  11.   11.   11.   11.   11.   11.   11.   11.   11.
 11.   12.35 11.   11.   11.   11.   11.   11.   11.   11.   11.55 11.
 19.65 11.5  13.9  11.   11.   11.   11.   11.   11.45 11.   11.   11.
 11.   11.   11.   11.55 11.   11.05 11.   11.   11.   11.   11.   11.
 11.   11.   11.   11.   11.   11.   23.85 14.35 11.   11.25 11.   11.
 11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.
 11.   11.   11.   11.   11.   11.   11.   11.   19.6  11.   11.   15.5
 11.   11.   11.   12.3  11.5  11.   11.   11.05 26.65 11.   11.   11.
 11.   21.55 11.   23.7  11.   11.   14.6  11.65 16.05 11.   11.25 11.3
 11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.   11.
 14.1  11.   13.8  11.   11.   11.   13.05 12.55 11.   11.   15.95 11.
 11.   11.   11.   11.   14.65 11.   11.   11.   11.   11.   11.   11.
 11.   11.   11.   11.   11.   12.1  11.   11.   11.   11.05 12.9  11.
 17.85 11.   11.   11.8  11.   12.2  11.   11.   17.2  11.   11.   11.65
 11.   11.   11.   11.   11.   11.   11.   11.   11.9  11.   11.   11.
 23.65 11.   11.25 11.   11.   11.3  11.   11.   11.   11.   12.55 11.
 11.   11.   13.4  11.   11.   11.   11.05 11.   11.   15.35 11.   11.
 11.   12.25 11.   11.   11.   11.   11.   12.85 11.   11.   11.   11.
 11.   11.2  11.   11.   11.   11.   11.   11.   12.2  11.9  11.   11.
 11.15 11.   11.   11.   12.35 11.   11.2  13.5  11.   11.   11.   11.
 12.   11.   11.   11.   11.1  11.   11.   11.   11.   11.15 11.   11.
 25.3  11.   11.   11.   11.   13.75 11.   11.   11.   11.   13.35 11.
 11.   11.   11.   11.   11.2  11.55 11.   11.   11.   11.   11.   11.
 11.   11.   11.   13.85 11.15 11.   11.   11.1  11.   11.   11.   11.
 11.   13.25 15.15 11.   11.   11.   11.   11.   11.   11.   11.   11.
 19.3  11.   11.   11.   12.85 11.05 11.   11.   11.   11.   11.   11.
 11.   11.   11.   14.8  11.   11.   11.   11.   11.   23.2  11.   11.
 11.   11.   11.   11.   11.   11.   13.95 11.   11.   11.4  11.   11.
 11.05 11.4  11.   11.   11.   11.   11.   11.   11.   11.   11.   11.
 11.   11.   11.   15.65 11.   11.5  11.   11.   11.   11.   11.   11.
 11.   11.   11.   11.   11.   11.   11.   11.   11.   13.75 11.   11.5
 11.   11.   11.1  11.   11.4  11.   11.05 11.  ]"
"[10, 12]",[10.44781016 10.44781016],[10],0.6,[10],0.2,0.3067407713003609,12.607,"[4.97870684e-002 4.97870684e-002 3.35462628e-004 5.90009054e-029
 2.47875218e-003 1.83156389e-002 1.00000000e+000 1.00000000e+000
 1.83156389e-002 3.67879441e-001 3.67879441e-001 1.00000000e+000
 1.00000000e+000 1.29958143e-024 2.47875218e-003 3.67879441e-001
 1.00000000e+000 3.05902321e-007 1.00000000e+000 1.00000000e+000
 1.00000000e+000 1.00000000e+000 1.83156389e-002 3.67879441e-001
 4.53999298e-005 4.97870684e-002 1.35335283e-001 6.73794700e-003
 3.67879441e-001 1.35335283e-001 1.23409804e-004 1.00000000e+000
 4.97870684e-002 1.23409804e-004 4.97870684e-002 1.00000000e+000
 1.35335283e-001 8.31528719e-007 1.12535175e-007 1.35335283e-001
 2.47875218e-003 1.00000000e+000 2.47875218e-003 1.00000000e+000
 3.77513454e-011 1.35335283e-001 1.00000000e+000 1.00000000e+000
 1.00000000e+000 1.00000000e+000 1.83156389e-002 3.35462628e-004
 1.00000000e+000 1.35335283e-001 1.83156389e-002 9.11881966e-004
 1.35335283e-001 1.35335283e-001 4.97870684e-002 1.00000000e+000
 1.00000000e+000 4.97870684e-002 1.35335283e-001 1.00000000e+000
 9.11881966e-004 1.00000000e+000 2.47875218e-003 9.11881966e-004
 3.35462628e-004 2.47875218e-003 9.11881966e-004 1.00000000e+000
 1.00000000e+000 3.67879441e-001 6.73794700e-003 1.00000000e+000
 1.00000000e+000 1.00000000e+000 6.73794700e-003 6.73794700e-003
 3.35462628e-004 3.67879441e-001 1.35335283e-001 1.83156389e-002
 1.00000000e+000 1.12535175e-007 4.97870684e-002 9.11881966e-004
 4.97870684e-002 1.35335283e-001 6.47023493e-026 1.00000000e+000
 3.67879441e-001 8.31528719e-007 3.35462628e-004 1.35335283e-001
 1.00000000e+000 1.00000000e+000 1.35335283e-001 6.73794700e-003
 3.67879441e-001 1.83156389e-002 1.00000000e+000 3.77513454e-011
 1.35335283e-001 1.00000000e+000 9.11881966e-004 2.47875218e-003
 1.84558491e-121 3.67879441e-001 1.35335283e-001 3.67879441e-001
 3.67879441e-001 2.26032941e-006 1.83156389e-002 6.14421235e-006
 1.35335283e-001 1.00000000e+000 1.00000000e+000 1.00000000e+000
 3.67879441e-001 1.83156389e-002 6.73794700e-003 1.35335283e-001
 1.00000000e+000 4.97870684e-002 6.73794700e-003 4.97870684e-002
 6.14421235e-006 1.83156389e-002 3.67879441e-001 1.00000000e+000
 9.11881966e-004 1.35335283e-001 1.12535175e-007 6.73794700e-003
 1.00000000e+000 1.83156389e-002 1.00000000e+000 1.35335283e-001
 1.00000000e+000 1.00000000e+000 1.00000000e+000 3.67879441e-001
 1.83156389e-002 1.83156389e-002 1.00000000e+000 1.00000000e+000
 1.83156389e-002 2.54366565e-013 1.00000000e+000 1.00000000e+000
 1.00000000e+000 8.31528719e-007 4.53999298e-005 6.14421235e-006
 1.35335283e-001 6.73794700e-003 6.47023493e-026 1.83156389e-002
 1.00000000e+000 2.47875218e-003 1.67017008e-005 1.35335283e-001
 2.47875218e-003 3.05902321e-007 1.00000000e+000 2.78946809e-010
 1.00000000e+000 2.47875218e-003 1.00000000e+000 3.35462628e-004
 6.73794700e-003 1.23409804e-004 9.11881966e-004 9.11881966e-004
 3.67879441e-001 5.60279644e-009 1.35335283e-001 3.67879441e-001
 1.35335283e-001 1.35335283e-001 1.00000000e+000 4.53999298e-005
 1.00000000e+000 5.60279644e-009 4.97870684e-002 1.00000000e+000
 1.67017008e-005 2.47875218e-003 1.00000000e+000 1.12535175e-007
 3.67879441e-001 1.83156389e-002 3.67879441e-001 1.00000000e+000
 3.67879441e-001 9.11881966e-004 1.35335283e-001 1.00000000e+000
 3.67879441e-001 7.09547416e-023 4.24835426e-018 1.00000000e+000
 3.35462628e-004 1.00000000e+000 1.23409804e-004 1.83156389e-002
 1.00000000e+000 4.97870684e-002 1.00000000e+000 1.00000000e+000
 1.00000000e+000 6.73794700e-003 8.53304763e-017 9.11881966e-004
 1.00000000e+000 4.97870684e-002 1.52299797e-008 1.00000000e+000
 6.73794700e-003 2.47875218e-003 1.35335283e-001 4.97870684e-002
 1.00000000e+000 3.77513454e-011 1.00000000e+000 6.14421235e-006
 4.97870684e-002 4.97870684e-002 1.35335283e-001 1.00000000e+000
 1.67017008e-005 3.67879441e-001 4.97870684e-002 1.71390843e-015
 1.00000000e+000 1.00000000e+000 2.26032941e-006 4.97870684e-002
 2.47875218e-003 1.00000000e+000 3.67879441e-001 6.73794700e-003
 3.67879441e-001 4.97870684e-002 1.83156389e-002 3.67879441e-001
 1.00000000e+000 1.00000000e+000 1.83156389e-002 1.00000000e+000
 4.97870684e-002 3.67879441e-001 9.11881966e-004 2.26032941e-006
 2.47875218e-003 9.11881966e-004 3.35462628e-004 3.77513454e-011
 1.00000000e+000 1.00000000e+000 4.97870684e-002 1.00000000e+000
 1.00000000e+000 1.00000000e+000 2.26032941e-006 6.73794700e-003
 1.12535175e-007 1.23409804e-004 1.00000000e+000 2.47875218e-003
 1.00000000e+000 1.23409804e-004 2.47875218e-003 1.00000000e+000
 4.97870684e-002 6.73794700e-003 1.67017008e-005 4.53999298e-005
 1.00000000e+000 4.97870684e-002 2.54366565e-013 3.05902321e-007
 3.67879441e-001 3.67879441e-001 2.47875218e-003 4.97870684e-002
 3.67879441e-001 1.00000000e+000 6.73794700e-003 3.67879441e-001
 1.83156389e-002 4.97870684e-002 1.23409804e-004 1.00000000e+000
 4.97870684e-002 2.26032941e-006 1.00000000e+000 1.23409804e-004
 4.97870684e-002 1.23409804e-004 3.67879441e-001 1.83156389e-002
 1.83156389e-002 5.74952226e-019 1.83156389e-002 3.67879441e-001
 9.11881966e-004 3.67879441e-001 6.73794700e-003 1.83156389e-002
 3.05902321e-007 3.67879441e-001 4.97870684e-002 1.67017008e-005
 3.67879441e-001 3.67879441e-001 1.83156389e-002 3.05902321e-007
 6.73794700e-003 1.00000000e+000 1.35335283e-001 1.00000000e+000
 1.00000000e+000 1.00000000e+000 1.67017008e-005 6.73794700e-003
 4.53999298e-005 6.14421235e-006 2.47875218e-003 1.00000000e+000
 2.47875218e-003 1.00000000e+000 1.83156389e-002 4.97870684e-002
 3.67879441e-001 1.35335283e-001 1.00000000e+000 3.35462628e-004
 1.00000000e+000 6.14421235e-006 1.00000000e+000 1.00000000e+000
 2.47875218e-003 9.11881966e-004 3.05902321e-007 1.35335283e-001
 6.73794700e-003 3.67879441e-001 1.00000000e+000 1.00000000e+000
 3.67879441e-001 4.53999298e-005 4.97870684e-002 1.35335283e-001
 6.73794700e-003 3.67879441e-001 2.31952283e-016 1.83156389e-002
 9.11881966e-004 1.83156389e-002 1.00000000e+000 1.00000000e+000
 1.83156389e-002 4.97870684e-002 1.00000000e+000 6.14421235e-006
 4.97870684e-002 9.11881966e-004 1.00000000e+000 8.31528719e-007
 4.97870684e-002 4.53999298e-005 2.40697655e-069 1.00000000e+000
 1.23409804e-004 6.73794700e-003 6.73794700e-003 2.06115362e-009
 1.52299797e-008 1.83156389e-002 1.23409804e-004 1.23409804e-004
 4.97870684e-002 1.83156389e-002 1.00000000e+000 1.00000000e+000
 1.12535175e-007 1.35335283e-001 1.83156389e-002 1.83156389e-002
 1.83156389e-002 3.35462628e-004 3.67879441e-001 1.00000000e+000
 1.35335283e-001 9.11881966e-004 6.73794700e-003 1.00000000e+000
 2.47875218e-003 3.67879441e-001 1.83156389e-002 1.00000000e+000
 1.83156389e-002 1.00000000e+000 1.42516408e-021 2.47875218e-003
 1.00000000e+000 1.83156389e-002 3.67879441e-001 1.35335283e-001
 1.00000000e+000 3.35462628e-004 4.97870684e-002 1.00000000e+000
 2.47875218e-003 1.23409804e-004 1.83156389e-002 1.35335283e-001
 9.11881966e-004 3.67879441e-001 2.06115362e-009 1.67017008e-005
 1.35335283e-001 7.78113224e-020 1.35335283e-001 2.47875218e-003
 1.35335283e-001 6.73794700e-003 5.44055988e-075 1.00000000e+000
 6.14421235e-006 1.42516408e-021 4.97870684e-002 1.00000000e+000
 1.35335283e-001 9.11881966e-004 2.06115362e-009 1.35335283e-001
 3.67879441e-001 1.00000000e+000 4.97870684e-002 1.83156389e-002
 1.35335283e-001 6.73794700e-003 3.77513454e-011 2.47875218e-003
 6.73794700e-003 3.67879441e-001 1.00000000e+000 6.73794700e-003
 1.35335283e-001 1.12535175e-007 8.31528719e-007 6.73794700e-003
 4.53999298e-005 4.97870684e-002 7.58256043e-010 4.97870684e-002
 3.67879441e-001 2.47875218e-003 1.83156389e-002 1.00000000e+000
 1.00000000e+000 1.83156389e-002 4.13993772e-008 3.67879441e-001
 6.73794700e-003 1.00000000e+000 1.38879439e-011 4.97870684e-002
 3.67879441e-001 1.00000000e+000 9.11881966e-004 6.73794700e-003
 1.00000000e+000 4.97870684e-002 1.00000000e+000 9.11881966e-004
 2.47875218e-003 1.87952882e-012 3.67879441e-001 2.47875218e-003
 1.83156389e-002 2.47875218e-003 4.13993772e-008 1.83156389e-002
 9.11881966e-004 4.97870684e-002 3.67879441e-001 4.97870684e-002
 1.35335283e-001 5.60279644e-009 1.23409804e-004 1.00000000e+000
 3.67879441e-001 1.71390843e-015 1.00000000e+000 1.35335283e-001]","[12.   12.   12.   12.   12.   12.   12.   15.25 12.   16.2  12.   12.
 12.   12.   12.   21.6  12.   12.   13.2  12.   12.   12.   12.   14.9
 12.   12.   12.   12.   12.   12.   12.   14.25 12.   12.   12.   14.35
 12.   12.35 12.05 13.8  12.   15.5  12.   12.   12.   13.15 12.   17.9
 12.   12.   12.   12.   12.   12.   12.   13.3  12.   12.   12.3  12.
 18.4  12.15 12.   12.   12.3  13.   13.1  12.55 12.1  12.   12.   15.05
 12.   12.1  12.9  12.   12.   14.25 12.   12.   12.   14.7  12.   12.
 14.55 12.   12.   12.   12.   12.   12.   12.   12.   12.   12.   12.
 12.   12.   13.25 12.   12.   12.   12.   12.   12.   12.   12.1  12.
 12.   12.   12.   12.3  12.   12.   12.   12.05 13.35 12.   18.6  12.
 12.   12.   13.2  12.   17.4  12.   12.   12.   12.   12.   12.   12.
 12.   12.   12.   12.   12.95 17.2  16.2  12.   12.   12.   12.   12.
 12.   12.   27.45 12.   13.1  12.   12.   23.7  14.55 12.   12.25 12.
 21.05 12.   12.   12.   12.   12.   12.   12.   12.55 12.   13.9  12.
 14.35 12.25 12.   12.   12.   12.   12.   12.   12.   12.   13.35 12.
 12.   12.   12.   12.   12.   12.   12.   12.   12.   12.   12.   12.
 12.   12.   12.   12.   12.   12.   13.5  12.25 14.35 12.   12.   14.9
 12.   12.   12.   12.   17.15 12.   14.75 12.   14.55 12.3  12.   12.25
 12.   12.   12.   15.65 12.   12.   12.   12.   15.35 12.   12.   12.
 12.   12.   12.15 12.   12.   12.   12.   12.   12.   12.   12.1  12.
 12.   12.   18.65 12.   12.   12.15 12.   16.55 12.   12.   12.   15.45
 13.25 15.6  12.   12.   13.35 12.   13.   12.   12.   12.   12.4  12.
 12.   12.   12.   13.35 12.   12.   12.   12.   12.   12.1  12.   12.
 15.9  12.   12.   12.   12.   12.   12.   12.   13.7  12.   12.   12.
 12.   12.   12.   13.25 12.   12.   12.   12.   12.3  12.   12.   12.
 12.75 12.   17.7  12.   12.   12.   12.   12.   12.   12.   12.   12.
 12.   12.   12.55 12.   12.   13.2  12.   12.15 13.05 16.25 12.   12.
 12.   16.35 12.   12.   12.75 12.   12.   12.   12.   12.   12.5  12.65
 13.95 12.   12.   12.   12.   12.6  12.   21.2  12.   12.   12.05 12.
 12.   12.   12.   13.35 13.65 12.   12.   12.   12.1  12.   12.   12.
 12.   12.   12.   12.   12.   12.   12.   12.   12.   12.75 16.85 12.
 12.   12.   12.   12.   12.   12.35 12.   12.   12.   12.   12.   12.25
 12.   12.05 12.   12.   12.15 12.   12.   12.   15.85 12.15 12.   17.8
 12.   12.3  12.   23.7  12.   12.   12.1  15.2  12.   12.   12.   12.
 12.   12.   12.   12.   12.   12.   12.3  12.   12.   12.   12.   12.
 12.   12.   12.   12.   12.   12.   12.   12.   12.   12.   12.   12.
 12.   12.   12.   19.4  12.   12.   12.05 12.   12.   35.4  12.   12.
 12.   13.75 12.   12.   12.05 12.1  12.   12.   12.   12.   12.   12.3
 12.   12.8  12.   12.   12.   12.   12.6  12.   12.   12.   12.   12.
 12.   13.85 12.   12.   12.   12.   12.8  12.   12.   12.   12.   12.
 12.1  12.   12.   12.25 12.   12.   12.   12.   12.   12.   15.7  12.
 12.   12.   12.   12.   17.15 12.   12.   12.  ]"
