0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
500000.0,0.3670424162384535,0.1261538461538461,0.042692307692307606,0.3715384615384616,1.0,1.5,9.999999997734972e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.05908396518491508,0.7700054040831636,0.12943224247487903,0.03335396112793848,0.00333539611279384,2.0,0.06745595576595542,299835.809564855,0.1591272665378168,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.16554680868673474,0.32588336915587884,0.05776216902844281,0.00799999999999992,9.123713695048666e-107,0.005395568411507648,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3885338277756074,0.18896506882972935,0.042692307692307606,0.3715384615384616,1.0,1.5,1.0000000000886532e-06,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.6951552416726482,0.12943224247487903,0.03335396112793848,0.00333539611279384,2.0,0.06745595576595553,299837.4596951664,0.1591272665378168,7.369218015668599e-09,9.941542023525534e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.038508112685628544,0.011999999999999879,1.3685570542572998e-106,0.005395568411488441,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3731075738970258,0.1261538461538461,0.042692307692307606,0.3715384615384616,1.0,1.5,1.0000000002842513e-06,0.0,1.82061785504427e-21,1.8276739982971533e-12,0.039389310123276726,0.7700054040831636,0.12943224247487903,0.03335396112793848,0.005003094169190759,2.0,0.06745595576595537,299837.8831215275,0.1591272665378168,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.4888250537338182,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.005395568411497474,0.0,0.10772047246390092,2.245831895609047e+80
500000.0,0.48525175923650576,0.1261538461538461,0.042692307692307606,0.3715384615384616,1.0,1.5,9.999999997916534e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.5133369360554425,0.12943224247487903,0.05003094169190772,0.00333539611279384,2.0,0.06745595576595537,299837.9325001506,0.1591272665378168,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.05776216902844281,0.011999999999999879,9.123713695048666e-107,0.005395568411501873,0.0,0.10140252076616645,2.245831895609047e+80
500000.0,0.3235011728243372,0.1261538461538461,0.04269230769230762,0.3715384615384616,1.0,1.5,9.999999995316712e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.5133369360554425,0.12943224247487903,0.03335396112793848,0.00333539611279384,2.0,0.06745595576595576,299838.5536043971,0.20196093922904865,7.369218015668599e-09,9.941542023525534e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.005395568411510725,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3235011728243372,0.1261538461538461,0.042692307692307606,0.3715384615384616,1.0,1.5,1.000000000139107e-06,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.5133369360554425,0.19414836371231856,0.05003094169190772,0.00333539611279384,2.0,0.06745595576595514,299837.22928884136,0.23869089980672517,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.05776216902844281,0.00799999999999992,9.123713695048666e-107,0.005395568411505022,0.0,0.10772047246390092,2.245831895609047e+80
500000.0,0.4666148832758964,0.18923076923076912,0.042692307692307585,0.3715384615384616,1.0,1.5,1.0000000001123534e-06,0.0,1.82061785504427e-21,1.8276739982971533e-12,0.05908396518491508,0.7700054040831636,0.12943224247487903,0.0494100656486492,0.00333539611279384,2.0,0.06745595576595519,299837.34525097534,0.16716826396571632,7.369218015668599e-09,9.941542023525534e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.16554680868673474,0.32588336915587884,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.00539556841149435,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.35540365025400117,0.1408134781200015,0.042692307692307606,0.3715384615384616,1.0,1.5,9.99999999791211e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.7700054040831636,0.12943224247487903,0.03335396112793848,0.003939419719135848,2.0,0.06745595576595548,299838.3341876086,0.1591272665378168,7.369218015668599e-09,9.941542023525534e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.00539556841150368,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3235011728243372,0.1261538461538461,0.042692307692307585,0.3715384615384616,1.0,1.5,9.999999993848819e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.039389310123276726,0.7700054040831636,0.19414836371231856,0.05003094169190772,0.005003094169190759,2.0,0.06745595576595542,299839.1178032614,0.23869089980672517,7.369218015668599e-09,9.941542023525534e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11036453912448983,0.32588336915587884,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.0053955684115022185,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3235011728243372,0.13645484921803813,0.042692307692307585,0.3715384615384616,1.0,1.5,1.000000000140727e-06,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.040802840908800694,0.5133369360554425,0.12943224247487903,0.03335396112793848,0.00333539611279384,2.0,0.06745595576595571,299838.1752100708,0.23869089980672517,1.1053827023502897e-08,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.16554680868673474,0.32588336915587884,0.038508112685628544,0.00799999999999992,1.3685570542572998e-106,0.005395568411502348,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.3235011728243372,0.1261538461538461,0.042692307692307606,0.3715384615384616,1.0,1.5,9.999999998362844e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.05908396518491508,0.7700054040831636,0.15398269730190206,0.03335396112793848,0.00333539611279384,2.0,0.06745595576595524,299837.8675080948,0.1591272665378168,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.11177583883760198,0.32588336915587884,0.038508112685628544,0.00799999999999992,1.3685570542572998e-106,0.005395568411502156,0.0,0.07181364830926727,2.245831895609047e+80
500000.0,0.35844871763884445,0.18923076923076912,0.04269230769230762,0.3715384615384616,1.0,1.5,9.999999998254824e-07,0.0,1.82061785504427e-21,1.2184493321981024e-12,0.05908396518491508,0.5133369360554425,0.19414836371231856,0.03335396112793848,0.005003094169190759,2.0,0.0674559557659554,299838.93143430847,0.1591272665378168,7.369218015668599e-09,6.627694682350356e-07,0.0,5.0,2.147618075197616e+30,3.049754060177746e+18,0.16554680868673474,0.32588336915587884,0.038508112685628544,0.00799999999999992,9.123713695048666e-107,0.005395568411492644,0.0,0.07181364830926727,2.245831895609047e+80
